Genome,GenomeName,Proteins,Reference,Size_Kb,realm_reference,realm_prediction,kingdom_reference,kingdom_prediction,phylum_reference,phylum_prediction,class_reference,class_prediction,order_reference,order_prediction,family_reference,family_prediction,subfamily_reference,subfamily_prediction,genus_reference,genus_prediction
NC_048056.1,Pectobacterium phage Gaspode,60,True,44.364,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Corkvirinae,Corkvirinae,Phimunavirus,Phimunavirus
NC_048058.1,Pectobacterium phage Lelidair,57,True,43.686,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Corkvirinae,Corkvirinae,Phimunavirus,Phimunavirus
NC_048061.1,Pectobacterium phage Nobby,53,True,42.818,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Corkvirinae,Corkvirinae,Phimunavirus,Phimunavirus
NC_048116.1,Pectobacterium phage Clickz,56,True,43.31,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Corkvirinae,Corkvirinae,Phimunavirus,Phimunavirus
NC_048117.1,Pectobacterium phage Khlen,55,True,44.013,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Corkvirinae,Corkvirinae,Phimunavirus,Phimunavirus
NC_048118.1,Pectobacterium phage Koot,53,True,43.402,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Corkvirinae,Corkvirinae,Phimunavirus,Phimunavirus
NC_048119.1,Pectobacterium phage Phoria,55,True,43.825,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Corkvirinae,Corkvirinae,Phimunavirus,Phimunavirus
NC_048120.1,Pectobacterium phage Zenivior,54,True,43.724,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Corkvirinae,Corkvirinae,Phimunavirus,Phimunavirus
NC_047759.1,Dickeya phage BF25/12,51,True,43.872,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Corkvirinae,Corkvirinae,Stompvirus,Stompvirus
NC_047933.1,Pseudomonas phage phiNV3,48,True,43.184,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Kirikabuvirus,Kirikabuvirus
NC_005045.1,Pseudomonas phage phiKMV,49,True,42.519,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_009935.1,Pseudomonas phage LKD16,53,True,43.2,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_010326.1,Pseudomonas phage LUZ19,54,True,43.548,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_011105.1,Pseudomonas phage PT5,52,True,42.954,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_011107.1,Pseudomonas phage PT2,54,True,42.961,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_012418.1,Pseudomonas phage phikF77,53,True,43.152,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_017865.1,Pseudomonas phage vB_Pae-TbilisiM32,51,True,42.966,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_022091.1,Pseudomonas phage MPK7,53,True,42.874,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_022746.1,Pseudomonas phage MPK6,50,True,42.957,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_026602.1,Pseudomonas phage vB_PaeP_PAO1_Ab05,54,True,43.639,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_027375.1,Pseudomonas phage vB_PaeP_PPA-ABTNL,54,True,43.227,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_028836.1,Pseudomonas phage DL62,55,True,42.508,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_047852.1,Pseudomonas phage phiNFS,49,True,42.351,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_047952.1,Pseudomonas phage PAXYB1,60,True,43.337,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_047953.1,Pseudomonas phage vB_PaeP_130_113,62,True,44.205,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_047967.1,Pseudomonas phage vB_PaeP_PAO1_1-15pyo,49,True,42.75,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
NC_048168.1,Pseudomonas phage RLP,56,True,43.446,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Phikmvvirus,Phikmvvirus
OP556577_Pseudomonas_phage_vB_PaM_SEMA,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,novel_order_4_of_Caudoviricetes,,Autographiviridae,,Krylovirinae,,Phikmvvirus
OQ230793_Pseudomonas_phage_vB_PaeP_P1G,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,novel_order_4_of_Caudoviricetes,,Autographiviridae,,Krylovirinae,,Phikmvvirus
OR208619_Pseudomonas_phage_vB_PaeA_SB,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,novel_order_4_of_Caudoviricetes,,Autographiviridae,,Krylovirinae,,Phikmvvirus
OR238910_Pseudomonas_phage_PA69,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,novel_order_4_of_Caudoviricetes,,Autographiviridae,,Krylovirinae,,Phikmvvirus
NC_009936.1,Pseudomonas phage LKA1,57,True,41.593,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Stubburvirus,Stubburvirus
NC_013638.1,Pseudomonas phage phi-2,43,True,43.144,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Krylovirinae,Krylovirinae,Tunggulvirus,Tunggulvirus
NC_019528.1,Aeromonas phage phiAS7,51,True,41.572,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Melnykvirinae,Melnykvirinae,Aerosvirus,Aerosvirus
NC_047966.1,Aeromonas phage 25AhydR2PP,51,True,42.696,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Melnykvirinae,Melnykvirinae,Aerosvirus,Aerosvirus
NC_048133.1,Aeromonas phage ZPAH7,29,True,30.791,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Melnykvirinae,Melnykvirinae,Aerosvirus,Aerosvirus
NC_028850.1,Yersinia phage vB_YenP_ISAO8,46,True,41.449,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Melnykvirinae,Melnykvirinae,Aghbyvirus,Aghbyvirus
NC_047865.1,Aeromonas phage CF7,49,True,42.439,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Melnykvirinae,Melnykvirinae,Ahphunavirus,Ahphunavirus
NC_047866.1,Aeromonas phage Ahp1,46,True,42.167,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Melnykvirinae,Melnykvirinae,Ahphunavirus,Ahphunavirus
OM654404_Aeromonas_phage_yong1,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,novel_order_4_of_Caudoviricetes,,Autographiviridae,,Melnykvirinae,,Ahphunavirus
ON365567_Aeromonas_phage_AHPMCC7,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,novel_order_4_of_Caudoviricetes,,Autographiviridae,,Melnykvirinae,,Ahphunavirus
OP797796_Aeromonas_phage_P2,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,novel_order_4_of_Caudoviricetes,,Autographiviridae,,Melnykvirinae,,Ahphunavirus
NC_020078.1,Cronobacter phage vB_CskP_GAP227,49,True,41.796,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Melnykvirinae,Melnykvirinae,Cronosvirus,Cronosvirus
NC_029070.1,Cronobacter phage Dev-CD-23823,48,True,41.62,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Melnykvirinae,Melnykvirinae,Cronosvirus,Cronosvirus
NC_047941.1,Salmonella phage vB_SpuP_Spp16,53,True,41.832,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Melnykvirinae,Melnykvirinae,Panjvirus,Panjvirus
NC_047951.1,Yersinia phage phiR8-01,50,True,42.085,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Melnykvirinae,Melnykvirinae,Pienvirus,Pienvirus
NC_019911.2,Yersinia phage phi80-18,57,True,42.406,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Melnykvirinae,Melnykvirinae,Pokrovskaiavirus,Pokrovskaiavirus
NC_047805.1,Yersinia phage fHe-Yen3-01,56,True,42.771,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Melnykvirinae,Melnykvirinae,Pokrovskaiavirus,Pokrovskaiavirus
NC_047778.1,Pectobacterium phage PP2,47,True,41.841,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Melnykvirinae,Melnykvirinae,Wanjuvirus,Wanjuvirus
NC_048111.1,Pectobacterium phage Arno160,48,True,41.823,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Melnykvirinae,Melnykvirinae,Wanjuvirus,Wanjuvirus
MZ592920.1,Vibrio phage vB_VpaP_G1,49,True,43.859,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,,Melnykvirinae,Youngvirus,Youngvirus
PP453689_Escherichia_phage_vB_EcoP_LHP,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,novel_order_4_of_Caudoviricetes,,Autographiviridae,,Melnykvirinae,,novel_genus_0_of_Melnykvirinae
OY757063_Klebsiella_phage_vB_Kpl_K59PH2,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,novel_order_4_of_Caudoviricetes,,Autographiviridae,,Melnykvirinae,,novel_genus_1_of_Melnykvirinae
NC_027379.1,Proteus phage PM 85,23,True,43.642,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Acadevirus,Acadevirus
NC_027390.1,Proteus phage PM 93,47,True,45.169,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Acadevirus,Acadevirus
NC_028916.1,Proteus phage vB_PmiP_Pm5460,53,True,44.573,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Acadevirus,Acadevirus
NC_047858.1,Proteus phage PM 116,50,True,44.601,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Acadevirus,Acadevirus
OR798392_Proteus_phage_Premi,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,novel_order_4_of_Caudoviricetes,,Autographiviridae,,Molineuxvirinae,,Acadevirus
NC_019542.1,Pectobacterium phage PP1,48,True,44.4,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Axomammavirus,Axomammavirus
NC_009014.1,Erwinia phage Era103,53,True,45.445,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Eracentumvirus,Eracentumvirus
NC_019926.1,Erwinia phage phiEa100,51,True,45.554,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Eracentumvirus,Eracentumvirus
NC_047917.1,Erwinia phage vB_EamP-S2,49,True,45.495,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Eracentumvirus,Eracentumvirus
NC_025450.1,Lelliottia phage phD2B,49,True,44.366,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Tuodvirus,Tuodvirus
NC_004831.2,Salmonella phage SP6,52,True,43.769,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Zindervirus,Vectrevirus|Zindervirus
NC_007637.1,Escherichia phage K1E,62,True,45.251,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Vectrevirus,Vectrevirus|Zindervirus
NC_008152.1,Escherichia phage K1-5,52,True,44.385,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Vectrevirus,Vectrevirus|Zindervirus
NC_019403.1,Escherichia phage vB_EcoP_ACG-C91,56,True,43.731,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Vectrevirus,Vectrevirus|Zindervirus
NC_020414.2,Escherichia phage UAB_Phi78,61,True,43.984,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Zindervirus,Vectrevirus|Zindervirus
NC_031271.1,Salmonella phage BP12B,50,True,43.602,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Zindervirus,Vectrevirus|Zindervirus
NC_047769.1,Escherichia phage AAPEc6,52,True,44.559,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Vectrevirus,Vectrevirus|Zindervirus
NC_047806.1,Escherichia phage vB_EcoP_B,55,True,44.018,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Vectrevirus,Vectrevirus|Zindervirus
NC_047807.1,Escherichia phage vB_EcoP_C,59,True,44.97,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Vectrevirus,Vectrevirus|Zindervirus
NC_047809.1,Escherichia phage vB_EcoP_K,46,True,37.775,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Vectrevirus,Vectrevirus|Zindervirus
NC_047889.1,Escherichia phage mutPK1A2,59,True,44.784,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Vectrevirus,Vectrevirus|Zindervirus
NC_047899.1,Escherichia phage VEc3,57,True,44.895,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Vectrevirus,Vectrevirus|Zindervirus
NC_047920.1,Citrobacter phage vB_CroP_CrRp3,53,True,44.349,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Vectrevirus,Vectrevirus|Zindervirus
NC_048064.1,Escherichia phage LL11,55,True,45.185,Duplodnaviria,Duplodnaviria,Heunggongvirae,Heunggongvirae,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,,novel_order_4_of_Caudoviricetes,Autographiviridae,Autographiviridae,Molineuxvirinae,Molineuxvirinae,Vectrevirus,Vectrevirus|Zindervirus
OQ291025_Salmonella_phage_Kenya-K30,,,False,,,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,novel_order_4_of_Caudoviricetes,,Autographiviridae,,Molineuxvirinae,,Vectrevirus|Zindervirus
